DistinctRawFeatures,Alpha,TrainError,TestError,TrainTime,TrainEvalTime,TestEvalTime
1,0.2245816368732626,-0.6903949034756556,-0.7178980410500423,0.007450580596923828,0.0013000965118408203,0.0011990070343017578
