DistinctRawFeatures,Alpha,TrainError,TestError,TrainTime,TrainEvalTime,TestEvalTime
1,0.2424359350165331,-0.7152670464032322,-0.6942623264593776,0.0077250003814697266,0.0014286041259765625,0.0011849403381347656
