DistinctRawFeatures,Alpha,TrainError,TestError,TrainTime,TrainEvalTime,TestEvalTime
1,0.24697429896174566,-0.7219967007650092,-0.7396683330185843,0.029836416244506836,0.0012485980987548828,0.0011839866638183594
2,0.14942853654733276,-0.7298479944153111,-0.738425037856953,0.029836416244506836,0.0011997222900390625,0.0012159347534179688
3,0.11358328474874121,-0.7372206395249256,-0.7357001472082497,0.029836416244506836,0.001238107681274414,0.0012238025665283203
4,0.10029063242908354,-0.7419458710067505,-0.7400835533508976,0.029836416244506836,0.001268148422241211,0.0012166500091552734
5,0.06209436093548606,-0.7664649983739993,-0.7584552166770465,0.029836416244506836,0.0012831687927246094,0.0012249946594238281
