Generation,TrainTime,TrainObj1Mean,TrainObj1Median,TrainObj1Std,TrainObj1Q1,TrainObj1Q3,TrainObj1Min,TrainObj1Max,Obj2Mean,Obj2Median,Obj2Std,Obj2Q1,Obj2Q3,Obj2Min,Obj2Max,TrainParetoObj1,ParetoObj2,TestParetoObj1
1,1.8203110694885254,69999999999.51863,-0.515134134438252,255147016443.59354,-0.526862390431075,-0.5030666489127891,-0.55594916285222,1000000000000.0,7.15,7.5,2.215287791687572,5.0,9.0,2.0,10.0,-0.5169735388946919 -0.539742590928574 -0.5499635710596861 -0.550341917811219 -0.553653525220198 -0.5923256560265968,2.0 3.0 4.0 5.0 7.0 8.0,-0.5381301136853512 -0.48379165768647425 -0.49790821073415953 -0.4808858857646046 -0.4752194481399057 -0.5043383732925723
2,1.732435703277588,29999999999.488617,-0.5283330496791263,170587221092.40973,-0.5381164370001404,-0.5162380926541236,-0.5566035603381845,1000000000000.0,6.24,6.0,2.2720915474513785,4.0,8.0,2.0,10.0,-0.5309368833653704 -0.5501783379322609 -0.550341917811219 -0.5566035603381845 -0.5923256560265968,2.0 3.0 5.0 7.0 8.0,-0.5609127006034945 -0.5196696635614687 -0.4808858857646046 -0.48222576885736856 -0.5043383732925723
3,1.7654085159301758,9999999999.477806,-0.5268133714729292,99498743710.71448,-0.5389059059450327,-0.5160860559295993,-0.5571564884277368,1000000000000.0,5.51,5.5,2.523866082025748,3.0,7.0,1.0,10.0,-0.5246721459332546 -0.5246721459332546 -0.5488595997954572 -0.5501783379322609 -0.5558180628913059 -0.5566035603381845 -0.5923256560265968,1.0 1.0 2.0 3.0 4.0 7.0 8.0,-0.562748257587526 -0.562748257587526 -0.549806210747779 -0.5196696635614687 -0.5091139527796099 -0.48222576885736856 -0.5043383732925723
4,1.6860196590423584,-0.5393567574795276,-0.5393431924161765,0.019919835034651674,-0.5499626270593884,-0.5260910790611258,-0.6382033931822628,-0.4577435973870589,5.25,5.0,2.5313040117694277,3.0,7.0,1.0,10.0,-0.5246721459332546 -0.5246721459332546 -0.5246721459332546 -0.5246721459332546 -0.6382033931822628,1.0 1.0 1.0 1.0 2.0,-0.562748257587526 -0.562748257587526 -0.562748257587526 -0.562748257587526 -0.6034582472662741
5,1.6285643577575684,9999999999.469824,-0.5341720652421457,99498743710.71529,-0.5532903371209548,-0.5168539548315674,-0.6382033931822628,1000000000000.0,4.46,4.0,2.5900579144104094,2.0,6.0,1.0,10.0,-0.5482828034280276 -0.6382033931822628,1.0 2.0,-0.5502532986975489 -0.6034582472662741
6,1.6503853797912598,-0.5390743370673815,-0.5365813624269575,0.02702653509329925,-0.5531115844651683,-0.5246721459332546,-0.6390338988436433,-0.4905226631511951,3.98,4.0,2.349382897698883,2.0,5.0,1.0,10.0,-0.5482828034280276 -0.6390338988436433,1.0 2.0,-0.5502532986975489 -0.6034440946473009
7,1.6404342651367188,-0.5351502877253411,-0.5246721459332546,0.030521445306430944,-0.5519804034396819,-0.5164260908206402,-0.6390338988436433,-0.470193083254002,3.12,2.0,2.2946895214821548,1.0,4.0,1.0,9.0,-0.548719253541284 -0.6390338988436433,1.0 2.0,-0.5503841289033219 -0.6034440946473009
8,1.610598087310791,-0.5383723139978303,-0.5260452976816021,0.035359978899177774,-0.5468301139985952,-0.5211255292632311,-0.639105343094658,-0.4857785404422958,3.04,2.5,2.1209431864149497,1.0,4.0,1.0,10.0,-0.5515011428336541 -0.639105343094658,1.0 2.0,-0.5617750571335427 -0.6034582472662741
9,1.4446885585784912,-0.5385189580788636,-0.5246721459332546,0.03763017075261556,-0.5382227429267177,-0.5233920973752596,-0.639105343094658,-0.48520483664441966,2.09,1.0,1.5368474224853943,1.0,2.25,1.0,7.0,-0.5515011428336541 -0.5515011428336541 -0.639105343094658 -0.639105343094658,1.0 1.0 2.0 2.0,-0.5617750571335427 -0.5617750571335427 -0.6034582472662741 -0.6034582472662741
10,1.5365312099456787,-0.5512398254050986,-0.5332558004267252,0.047188597430245525,-0.5537552816836577,-0.5246721459332546,-0.639105343094658,-0.4339880568667608,2.29,2.0,1.3288717018583849,1.0,3.0,1.0,6.0,-0.5515011428336541 -0.5515011428336541 -0.639105343094658 -0.639105343094658 -0.639105343094658 -0.639105343094658 -0.639105343094658,1.0 1.0 2.0 2.0 2.0 2.0 2.0,-0.5617750571335427 -0.5617750571335427 -0.6034582472662741 -0.6034582472662741 -0.6034582472662741 -0.6034582472662741 -0.6034582472662741
