DistinctRawFeatures,Alpha,TrainError,TestError,TrainTime,TrainEvalTime,TestEvalTime
1,0.14933907828105084,-0.6317981452455391,-0.6490494561985215,0.035700082778930664,0.0012347698211669922,0.0011823177337646484
2,0.07707014556491633,-0.6556150350250135,-0.6700978698996948,0.035700082778930664,0.0012423992156982422,0.0011963844299316406
3,0.04567293828272889,-0.655595587788399,-0.6724929697072113,0.035700082778930664,0.0012476444244384766,0.0012111663818359375
4,0.0391373922497887,-0.6559243506976357,-0.6729414287305879,0.035700082778930664,0.0012958049774169922,0.0012264251708984375
5,0.038245634907673985,-0.6570021890902685,-0.6749791851706632,0.035700082778930664,0.0012459754943847656,0.0012781620025634766
6,0.02731717147413013,-0.6660506130690831,-0.6767948323575864,0.035700082778930664,0.0012488365173339844,0.0013172626495361328
